text,text_clean,sentiment,target
this made my day #9640,make day,positive,2
highly recommend #443,highly recommend,positive,2
best day ever #4448,best day ever,positive,2
so happy with this #4955,happy,positive,2
as expected #8866,expect,neutral,1
noted for the record #8351,note record,neutral,1
will follow up later #9595,follow later,neutral,1
the meeting is at 3pm #1981,meeting 3pm,neutral,1
so frustrated right now #9033,frustrate right,negative,0
loving this so much #2798,love much,positive,2
so happy with this #9289,happy,positive,2
worst experience ever #7944,bad experience ever,negative,0
hate this update #3771,hate update,negative,0
waste of time #969,waste time,negative,0
so happy with this #1334,happy,positive,2
as expected #3385,expect,neutral,1
so frustrated right now #3464,frustrate right,negative,0
fantastic support team #2378,fantastic support team,positive,2
highly recommend #7678,highly recommend,positive,2
the meeting is at 3pm #7467,meeting 3pm,neutral,1
excellent quality #1072,excellent quality,positive,2
this made my day #1431,make day,positive,2
highly recommend #5246,highly recommend,positive,2
worst experience ever #8502,bad experience ever,negative,0
so happy with this #2883,happy,positive,2
the meeting is at 3pm #3390,meeting 3pm,neutral,1
great experience #336,great experience,positive,2
this is awful #434,awful,negative,0
loving this so much #2867,love much,positive,2
this made my day #2597,make day,positive,2
fantastic support team #7957,fantastic support team,positive,2
fantastic support team #3797,fantastic support team,positive,2
so happy with this #1634,happy,positive,2
as expected #8543,expect,neutral,1
this made my day #2282,make day,positive,2
so frustrated right now #2839,frustrate right,negative,0
loving this so much #9643,love much,positive,2
this is awful #2603,awful,negative,0
noted for the record #6904,note record,neutral,1
fantastic support team #73,fantastic support team,positive,2
noted for the record #9492,note record,neutral,1
highly recommend #3223,highly recommend,positive,2
excellent quality #4965,excellent quality,positive,2
totally disappointed with this #8521,totally disappointed,negative,0
would not recommend #7648,would recommend,negative,0
great experience #2925,great experience,positive,2
would not recommend #8494,would recommend,negative,0
the meeting is at 3pm #1309,meeting 3pm,neutral,1
loving this so much #8902,love much,positive,2
fantastic support team #5207,fantastic support team,positive,2
would not recommend #3679,would recommend,negative,0
so happy with this #9481,happy,positive,2
loving this so much #6081,love much,positive,2
as expected #2159,expect,neutral,1
as expected #503,expect,neutral,1
totally disappointed with this #1951,totally disappointed,negative,0
ok thanks #1697,ok thanks,neutral,1
so happy with this #8078,happy,positive,2
as expected #4637,expect,neutral,1
fantastic support team #2786,fantastic support team,positive,2
so frustrated right now #998,frustrate right,negative,0
excellent quality #9119,excellent quality,positive,2
the meeting is at 3pm #9955,meeting 3pm,neutral,1
ok thanks #2703,ok thanks,neutral,1
the meeting is at 3pm #8487,meeting 3pm,neutral,1
ok thanks #4118,ok thanks,neutral,1
hate this update #665,hate update,negative,0
worst experience ever #4814,bad experience ever,negative,0
this made my day #7204,make day,positive,2
terrible quality #2176,terrible quality,negative,0
fantastic support team #9796,fantastic support team,positive,2
the meeting is at 3pm #8456,meeting 3pm,neutral,1
so frustrated right now #3210,frustrate right,negative,0
great experience #3843,great experience,positive,2
best day ever #4667,best day ever,positive,2
totally disappointed with this #6008,totally disappointed,negative,0
noted for the record #5391,note record,neutral,1
will follow up later #7183,follow later,neutral,1
waste of time #1451,waste time,negative,0
terrible quality #7346,terrible quality,negative,0
so frustrated right now #7394,frustrate right,negative,0
this is awful #6100,awful,negative,0
link attached for reference #3239,link attach reference,neutral,1
link attached for reference #8505,link attach reference,neutral,1
waste of time #4461,waste time,negative,0
loving this so much #3458,love much,positive,2
worst experience ever #1141,bad experience ever,negative,0
loving this so much #6918,love much,positive,2
worst experience ever #4684,bad experience ever,negative,0
best day ever #9321,best day ever,positive,2
standard procedure #4251,standard procedure,neutral,1
would not recommend #598,would recommend,negative,0
the meeting is at 3pm #4728,meeting 3pm,neutral,1
as expected #3682,expect,neutral,1
the meeting is at 3pm #2458,meeting 3pm,neutral,1
hate this update #7460,hate update,negative,0
so happy with this #4390,happy,positive,2
totally disappointed with this #5907,totally disappointed,negative,0
fantastic support team #49,fantastic support team,positive,2
waste of time #5083,waste time,negative,0
will follow up later #4412,follow later,neutral,1
standard procedure #2533,standard procedure,neutral,1
would not recommend #7579,would recommend,negative,0
would not recommend #6722,would recommend,negative,0
link attached for reference #4236,link attach reference,neutral,1
highly recommend #2066,highly recommend,positive,2
ok thanks #9295,ok thanks,neutral,1
best day ever #2073,best day ever,positive,2
worst experience ever #7739,bad experience ever,negative,0
will follow up later #824,follow later,neutral,1
ok thanks #9385,ok thanks,neutral,1
hate this update #5883,hate update,negative,0
noted for the record #6102,note record,neutral,1
this made my day #9736,make day,positive,2
fantastic support team #2101,fantastic support team,positive,2
will follow up later #9745,follow later,neutral,1
ok thanks #9261,ok thanks,neutral,1
would not recommend #9757,would recommend,negative,0
loving this so much #7867,love much,positive,2
worst experience ever #1238,bad experience ever,negative,0
so happy with this #6403,happy,positive,2
ok thanks #7648,ok thanks,neutral,1
see you tomorrow #4672,see tomorrow,neutral,1
ok thanks #5738,ok thanks,neutral,1
great experience #3666,great experience,positive,2
best day ever #3049,best day ever,positive,2
totally disappointed with this #6728,totally disappointed,negative,0
so happy with this #8784,happy,positive,2
great experience #7899,great experience,positive,2
as expected #6268,expect,neutral,1
this is awful #385,awful,negative,0
excellent quality #4308,excellent quality,positive,2
best day ever #4654,best day ever,positive,2
excellent quality #1489,excellent quality,positive,2
so happy with this #6166,happy,positive,2
ok thanks #8159,ok thanks,neutral,1
see you tomorrow #9133,see tomorrow,neutral,1
noted for the record #5603,note record,neutral,1
totally disappointed with this #1293,totally disappointed,negative,0
hate this update #5420,hate update,negative,0
would not recommend #9124,would recommend,negative,0
standard procedure #6918,standard procedure,neutral,1
would not recommend #1762,would recommend,negative,0
excellent quality #1952,excellent quality,positive,2
see you tomorrow #940,see tomorrow,neutral,1
loving this so much #6284,love much,positive,2
standard procedure #2166,standard procedure,neutral,1
terrible quality #6031,terrible quality,negative,0
ok thanks #1158,ok thanks,neutral,1
hate this update #5810,hate update,negative,0
great experience #5890,great experience,positive,2
so frustrated right now #8745,frustrate right,negative,0
will follow up later #1833,follow later,neutral,1
great experience #8542,great experience,positive,2
loving this so much #9662,love much,positive,2
great experience #2918,great experience,positive,2
will follow up later #244,follow later,neutral,1
hate this update #9248,hate update,negative,0
would not recommend #5063,would recommend,negative,0
waste of time #8191,waste time,negative,0
excellent quality #8245,excellent quality,positive,2
as expected #4391,expect,neutral,1
as expected #2218,expect,neutral,1
best day ever #7374,best day ever,positive,2
ok thanks #362,ok thanks,neutral,1
loving this so much #2573,love much,positive,2
excellent quality #849,excellent quality,positive,2
as expected #7692,expect,neutral,1
standard procedure #3576,standard procedure,neutral,1
the meeting is at 3pm #7828,meeting 3pm,neutral,1
standard procedure #2370,standard procedure,neutral,1
terrible quality #3533,terrible quality,negative,0
so happy with this #6268,happy,positive,2
terrible quality #781,terrible quality,negative,0
hate this update #9597,hate update,negative,0
this made my day #6684,make day,positive,2
loving this so much #6789,love much,positive,2
loving this so much #7170,love much,positive,2
totally disappointed with this #9218,totally disappointed,negative,0
waste of time #3468,waste time,negative,0
so happy with this #5898,happy,positive,2
would not recommend #7523,would recommend,negative,0
standard procedure #3833,standard procedure,neutral,1
the meeting is at 3pm #3839,meeting 3pm,neutral,1
see you tomorrow #3208,see tomorrow,neutral,1
ok thanks #1658,ok thanks,neutral,1
loving this so much #3123,love much,positive,2
ok thanks #8264,ok thanks,neutral,1
hate this update #9275,hate update,negative,0
would not recommend #6616,would recommend,negative,0
waste of time #1206,waste time,negative,0
waste of time #3258,waste time,negative,0
excellent quality #8198,excellent quality,positive,2
link attached for reference #6554,link attach reference,neutral,1
worst experience ever #3388,bad experience ever,negative,0
as expected #5307,expect,neutral,1
waste of time #8109,waste time,negative,0
